intent_probability,intent_level,action,message,cost_eur,top_reasons,true_label,true_numeric
0.9546,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +2.018)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.710)"", ""'ExitRates' increased the purchase chance (SHAP = +0.132)""]",BUYER,1
0.4318,MEDIUM,10% Personalised Discount Coupon,Send a discount code to the user's registered email.,5.0,"[""'PageValues' decreased the purchase chance (SHAP = -1.160)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.611)"", ""'Informational_Duration' decreased the purchase chance (SHAP = -0.545)""]",BUYER,1
0.0039,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.464)"", ""'Month_Mar' decreased the purchase chance (SHAP = -1.977)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.819)""]",BROWSER,0
0.0024,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'Month_May' decreased the purchase chance (SHAP = -2.300)"", ""'PageValues' decreased the purchase chance (SHAP = -2.120)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.382)""]",BROWSER,0
0.2065,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.854)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.475)"", ""'ProductRelated' decreased the purchase chance (SHAP = -0.355)""]",BUYER,1
0.713,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' decreased the purchase chance (SHAP = -1.310)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.874)"", ""'TrafficType_8' increased the purchase chance (SHAP = +0.333)""]",BROWSER,0
0.0744,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.531)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.370)"", ""'BounceRates' decreased the purchase chance (SHAP = -0.337)""]",BROWSER,0
0.0049,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.626)"", ""'Month_Mar' decreased the purchase chance (SHAP = -2.075)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.204)""]",BROWSER,0
0.0017,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.446)"", ""'Month_Mar' decreased the purchase chance (SHAP = -1.716)"", ""'ExitRates' decreased the purchase chance (SHAP = -1.477)""]",BROWSER,0
0.0628,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.023)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.337)"", ""'Administrative_Duration' decreased the purchase chance (SHAP = -0.261)""]",BROWSER,0
0.0035,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.528)"", ""'Month_May' decreased the purchase chance (SHAP = -2.035)"", ""'ExitRates' decreased the purchase chance (SHAP = -1.053)""]",BROWSER,0
0.0201,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.814)"", ""'ExitRates' decreased the purchase chance (SHAP = -1.790)"", ""'Administrative_Duration' decreased the purchase chance (SHAP = -0.261)""]",BROWSER,0
0.0014,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.558)"", ""'Month_May' decreased the purchase chance (SHAP = -1.984)"", ""'ExitRates' decreased the purchase chance (SHAP = -1.480)""]",BROWSER,0
0.785,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +2.903)"", ""'Month_May' decreased the purchase chance (SHAP = -0.909)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.309)""]",BROWSER,0
0.0016,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.659)"", ""'Month_May' decreased the purchase chance (SHAP = -2.422)"", ""'Region_5' decreased the purchase chance (SHAP = -0.709)""]",BROWSER,0
0.1497,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.919)"", ""'Region_5' decreased the purchase chance (SHAP = -0.393)"", ""'ProductRelated_Duration' decreased the purchase chance (SHAP = -0.331)""]",BROWSER,0
0.05,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.908)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.812)"", ""'Administrative_Duration' decreased the purchase chance (SHAP = -0.304)""]",BROWSER,0
0.8293,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +1.385)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.390)"", ""'TrafficType_4' decreased the purchase chance (SHAP = -0.230)""]",BROWSER,0
0.0037,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.781)"", ""'Month_May' decreased the purchase chance (SHAP = -2.126)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.234)""]",BROWSER,0
0.0905,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.099)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.546)"", ""'ProductRelated' decreased the purchase chance (SHAP = -0.205)""]",BROWSER,0
0.6903,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' decreased the purchase chance (SHAP = -1.238)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.821)"", ""'ProductRelated' increased the purchase chance (SHAP = +0.436)""]",BUYER,1
0.1736,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.115)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.471)"", ""'ProductRelated' decreased the purchase chance (SHAP = -0.188)""]",BROWSER,0
0.9586,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +3.774)"", ""'Month_May' decreased the purchase chance (SHAP = -0.816)"", ""'Region_3' decreased the purchase chance (SHAP = -0.309)""]",BUYER,1
0.0171,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.884)"", ""'ExitRates' decreased the purchase chance (SHAP = -1.496)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.247)""]",BROWSER,0
0.9157,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +1.987)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.370)"", ""'TrafficType_4' decreased the purchase chance (SHAP = -0.214)""]",BROWSER,0
0.1189,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.840)"", ""'Month_May' increased the purchase chance (SHAP = +0.321)"", ""'Month_Mar' increased the purchase chance (SHAP = +0.242)""]",BROWSER,0
0.5332,MEDIUM,10% Personalised Discount Coupon,Send a discount code to the user's registered email.,5.0,"[""'PageValues' decreased the purchase chance (SHAP = -1.233)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.752)"", ""'ProductRelated' increased the purchase chance (SHAP = +0.416)""]",BROWSER,0
0.4804,MEDIUM,10% Personalised Discount Coupon,Send a discount code to the user's registered email.,5.0,"[""'PageValues' increased the purchase chance (SHAP = +1.069)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.559)"", ""'Administrative' decreased the purchase chance (SHAP = -0.246)""]",BROWSER,0
0.1371,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.913)"", ""'Month_May' increased the purchase chance (SHAP = +0.301)"", ""'Month_Mar' increased the purchase chance (SHAP = +0.227)""]",BROWSER,0
0.0056,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.942)"", ""'ExitRates' decreased the purchase chance (SHAP = -1.615)"", ""'BounceRates' decreased the purchase chance (SHAP = -0.330)""]",BROWSER,0
0.0165,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'ExitRates' decreased the purchase chance (SHAP = -2.131)"", ""'PageValues' decreased the purchase chance (SHAP = -1.876)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.352)""]",BROWSER,0
0.919,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +1.848)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.535)"", ""'Administrative_Duration' increased the purchase chance (SHAP = +0.404)""]",BUYER,1
0.0047,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.727)"", ""'Month_May' decreased the purchase chance (SHAP = -2.425)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.198)""]",BROWSER,0
0.9531,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +2.208)"", ""'BounceRates' increased the purchase chance (SHAP = +0.383)"", ""'ExitRates' increased the purchase chance (SHAP = +0.250)""]",BUYER,1
0.0878,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.376)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.358)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.294)""]",BROWSER,0
0.1862,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.321)"", ""'Month_May' increased the purchase chance (SHAP = +0.345)"", ""'Month_Mar' increased the purchase chance (SHAP = +0.254)""]",BROWSER,0
0.1139,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.901)"", ""'Month_May' increased the purchase chance (SHAP = +0.278)"", ""'TrafficType_3' decreased the purchase chance (SHAP = -0.267)""]",BROWSER,0
0.1499,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.927)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.315)"", ""'Month_May' increased the purchase chance (SHAP = +0.286)""]",BROWSER,0
0.005,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.688)"", ""'Month_May' decreased the purchase chance (SHAP = -2.259)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.316)""]",BROWSER,0
0.0727,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.201)"", ""'BounceRates' decreased the purchase chance (SHAP = -0.464)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.353)""]",BROWSER,0
0.0026,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.542)"", ""'Month_May' decreased the purchase chance (SHAP = -2.005)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.360)""]",BROWSER,0
0.0057,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.630)"", ""'Month_Mar' decreased the purchase chance (SHAP = -1.990)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.265)""]",BROWSER,0
0.0899,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.905)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.299)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.279)""]",BROWSER,0
0.0865,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.919)"", ""'OperatingSystems_4' decreased the purchase chance (SHAP = -0.740)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.338)""]",BROWSER,0
0.0035,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.526)"", ""'Month_May' decreased the purchase chance (SHAP = -2.354)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.331)""]",BROWSER,0
0.0149,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'ExitRates' decreased the purchase chance (SHAP = -2.409)"", ""'PageValues' decreased the purchase chance (SHAP = -1.656)"", ""'BounceRates' decreased the purchase chance (SHAP = -0.210)""]",BROWSER,0
0.0572,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.953)"", ""'TrafficType_3' decreased the purchase chance (SHAP = -0.484)"", ""'ProductRelated' decreased the purchase chance (SHAP = -0.255)""]",BROWSER,0
0.1123,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.526)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.342)"", ""'Month_Dec' decreased the purchase chance (SHAP = -0.267)""]",BROWSER,0
0.981,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +3.594)"", ""'Month_May' decreased the purchase chance (SHAP = -0.804)"", ""'Administrative_Duration' increased the purchase chance (SHAP = +0.372)""]",BUYER,1
0.2379,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.359)"", ""'Region_5' decreased the purchase chance (SHAP = -1.073)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.791)""]",BROWSER,0
0.0638,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.149)"", ""'TrafficType_3' decreased the purchase chance (SHAP = -0.431)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.359)""]",BROWSER,0
0.0044,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.621)"", ""'Month_May' decreased the purchase chance (SHAP = -2.444)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.222)""]",BROWSER,0
0.0033,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.790)"", ""'Month_May' decreased the purchase chance (SHAP = -2.185)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.224)""]",BROWSER,0
0.4253,MEDIUM,10% Personalised Discount Coupon,Send a discount code to the user's registered email.,5.0,"[""'PageValues' decreased the purchase chance (SHAP = -1.276)"", ""'ProductRelated' increased the purchase chance (SHAP = +0.631)"", ""'TrafficType_2' decreased the purchase chance (SHAP = -0.525)""]",BROWSER,0
